service_id,vehicle_id,service_date,service_type,service_cost,warranty_claim,dealer_region
13600,961,2024-08-07,Minor,8760,Yes,Hyderabad
13601,1155,2025-03-26,Minor,7171,Yes,Delhi
13602,84,2025-01-21,Major,13599,Yes,Bangalore
13603,1716,2023-12-12,Minor,7668,No,Chennai
13604,1724,2025-04-23,Major,11543,No,Delhi
13605,1960,2023-12-30,Major,15725,Yes,Delhi
13606,596,2026-01-20,Major,12067,No,Bangalore
13607,1162,2024-08-28,Repair,12033,No,Chennai
13608,871,2025-12-12,Repair,11308,No,Delhi
13609,860,2023-08-07,Repair,14877,No,Chennai
13610,417,2024-12-11,Repair,15622,Yes,Chennai
13611,1015,2024-02-09,Repair,10993,Yes,Bangalore
13612,1892,2025-03-18,Major,13707,Yes,Mumbai
13613,189,2025-10-15,Repair,11650,Yes,Bangalore
13614,1447,2023-07-13,Major,14839,Yes,Delhi
13615,1510,2024-11-06,Minor,5141,Yes,Delhi
13616,493,2024-11-20,Major,17015,No,Hyderabad
13617,206,2023-12-27,Minor,4518,No,Delhi
13618,180,2023-04-01,Minor,9047,No,Chennai
13619,1232,2025-06-29,Repair,9685,No,Chennai
13620,1134,2024-10-09,Major,12114,No,Bangalore
13621,814,2024-02-07,Repair,12912,Yes,Hyderabad
13622,1912,2024-10-07,Repair,8785,Yes,Hyderabad
13623,159,2024-07-29,Major,17413,Yes,Hyderabad
13624,978,2024-08-09,Repair,11610,Yes,Chennai
13625,1010,2024-01-23,Major,16698,Yes,Bangalore
13626,591,2025-07-23,Minor,10486,Yes,Bangalore
13627,469,2024-10-07,Repair,15158,Yes,Bangalore
13628,903,2023-09-16,Repair,12999,Yes,Chennai
13629,1349,2024-01-06,Repair,12056,No,Chennai
13630,1511,2024-05-19,Major,14015,No,Hyderabad
13631,500,2024-04-11,Repair,12612,Yes,Hyderabad
13632,1458,2024-09-14,Major,11918,No,Hyderabad
13633,1840,2024-09-13,Repair,13297,Yes,Hyderabad
13634,1390,2025-12-24,Major,17367,No,Hyderabad
13635,680,2023-10-26,Minor,6215,Yes,Bangalore
13636,1117,2023-07-24,Repair,11282,No,Hyderabad
13637,740,2025-11-25,Major,16607,No,Mumbai
13638,116,2023-09-24,Repair,12073,Yes,Delhi
13639,1502,2024-11-05,Repair,12845,No,Mumbai
13640,1175,2023-06-19,Repair,12873,Yes,Delhi
13641,1511,2025-06-01,Repair,10303,No,Bangalore
13642,915,2025-06-27,Minor,5810,Yes,Chennai
13643,1122,2025-12-29,Major,16585,No,Delhi
13644,1307,2025-08-25,Major,16240,Yes,Delhi
13645,21,2023-06-13,Repair,8228,No,Delhi
13646,330,2025-09-18,Repair,7643,No,Delhi
13647,1723,2025-08-30,Major,14127,Yes,Delhi
13648,1372,2023-04-09,Repair,10572,No,Chennai
13649,1971,2025-04-14,Repair,8873,No,Mumbai
13650,1787,2025-01-07,Minor,10737,Yes,Chennai
13651,1196,2025-08-31,Minor,8961,No,Bangalore
13652,1968,2023-07-07,Repair,11180,Yes,Chennai
13653,161,2023-12-30,Minor,8085,No,Mumbai
13654,232,2023-11-24,Minor,7953,Yes,Bangalore
13655,1355,2025-08-29,Minor,8195,No,Hyderabad
13656,644,2025-06-08,Minor,9292,Yes,Delhi
13657,688,2025-01-17,Major,12191,Yes,Delhi
13658,1170,2023-03-09,Repair,11352,No,Chennai
13659,1010,2025-12-29,Major,16224,Yes,Mumbai
13660,1011,2024-03-12,Major,12931,Yes,Delhi
13661,653,2025-05-29,Minor,5877,No,Delhi
13662,1327,2024-12-23,Major,15567,No,Mumbai
13663,1681,2024-04-23,Minor,7106,No,Bangalore
13664,1942,2025-01-11,Minor,9747,No,Mumbai
13665,566,2023-11-26,Minor,5887,Yes,Hyderabad
13666,1712,2024-11-06,Minor,5989,No,Bangalore
13667,1166,2024-05-05,Major,15900,No,Delhi
13668,1572,2024-02-21,Major,17392,Yes,Mumbai
13669,945,2026-01-29,Major,16749,No,Hyderabad
13670,1441,2024-12-06,Minor,10071,No,Hyderabad
13671,809,2026-01-11,Major,11928,Yes,Hyderabad
13672,1484,2025-12-07,Repair,15543,Yes,Mumbai
13673,1680,2023-09-02,Major,17808,No,Chennai
13674,1079,2023-03-04,Major,15650,No,Bangalore
13675,847,2025-09-22,Repair,13413,Yes,Mumbai
13676,1332,2024-08-15,Major,13953,No,Delhi
13677,1338,2023-04-13,Repair,9491,Yes,Chennai
13678,416,2025-02-19,Repair,10874,No,Mumbai
13679,1868,2023-08-04,Major,16639,No,Hyderabad
13680,1523,2023-12-19,Repair,11199,No,Hyderabad
13681,613,2026-01-03,Repair,9440,Yes,Bangalore
13682,1139,2024-09-12,Major,14196,No,Chennai
13683,404,2023-12-30,Minor,10105,No,Delhi
13684,568,2024-02-22,Major,15499,No,Hyderabad
13685,426,2025-10-04,Major,19246,No,Delhi
13686,135,2024-02-07,Major,17558,Yes,Hyderabad
13687,1592,2023-05-17,Repair,11837,Yes,Bangalore
13688,715,2023-09-21,Minor,9355,No,Mumbai
13689,1792,2024-12-25,Major,12449,Yes,Bangalore
13690,828,2025-05-23,Minor,12134,No,Chennai
13691,299,2024-10-24,Major,16115,No,Hyderabad
13692,759,2024-09-30,Major,14926,No,Chennai
13693,750,2023-10-03,Major,14336,No,Chennai
13694,924,2024-09-06,Minor,6031,Yes,Mumbai
13695,779,2024-04-18,Repair,12196,No,Bangalore
13696,1178,2023-08-22,Repair,11590,Yes,Delhi
13697,1754,2023-11-13,Major,18650,Yes,Delhi
13698,245,2025-02-05,Minor,10218,No,Bangalore
13699,251,2025-04-13,Minor,8616,Yes,Mumbai
13700,1441,2026-02-10,Repair,13162,Yes,Delhi
13701,1583,2025-08-10,Repair,8170,No,Mumbai
13702,418,2026-01-18,Repair,14645,No,Mumbai
13703,906,2026-02-04,Minor,5596,No,Bangalore
13704,1416,2025-06-10,Major,17242,No,Mumbai
13705,1391,2026-02-03,Minor,9059,Yes,Chennai
13706,374,2024-12-11,Minor,12016,Yes,Bangalore
13707,878,2023-12-14,Minor,7891,No,Hyderabad
13708,1738,2023-06-11,Repair,11064,Yes,Delhi
13709,1864,2024-09-13,Repair,9632,No,Bangalore
13710,679,2025-01-18,Major,16340,Yes,Mumbai
13711,156,2024-03-02,Minor,7569,Yes,Bangalore
13712,617,2025-06-20,Repair,12269,Yes,Chennai
13713,401,2024-02-26,Minor,9460,No,Delhi
13714,1941,2023-07-11,Repair,14473,Yes,Hyderabad
13715,1339,2024-05-13,Major,16219,Yes,Mumbai
13716,1806,2023-11-11,Major,14558,Yes,Chennai
13717,1783,2026-01-03,Repair,13309,Yes,Hyderabad
13718,45,2024-05-03,Minor,8735,Yes,Hyderabad
13719,1772,2025-02-14,Repair,11262,Yes,Hyderabad
13720,1092,2024-05-30,Repair,11694,No,Hyderabad
13721,207,2023-12-08,Minor,5225,Yes,Bangalore
13722,941,2023-11-17,Major,17550,Yes,Bangalore
13723,329,2024-08-21,Minor,6397,No,Chennai
13724,849,2024-02-10,Major,15270,Yes,Chennai
13725,1569,2023-06-24,Repair,12515,Yes,Mumbai
13726,838,2023-06-28,Major,13241,Yes,Delhi
13727,468,2025-12-26,Minor,5335,Yes,Bangalore
13728,925,2025-03-23,Minor,7894,No,Hyderabad
13729,1418,2025-09-18,Minor,5090,Yes,Bangalore
13730,1366,2025-05-16,Minor,4925,No,Chennai
13731,1650,2025-05-04,Repair,9712,No,Mumbai
13732,410,2024-08-18,Repair,10560,No,Chennai
13733,312,2023-03-20,Repair,13694,No,Delhi
13734,199,2025-10-20,Minor,7262,Yes,Mumbai
13735,1732,2026-02-16,Repair,13861,Yes,Delhi
13736,1958,2025-02-07,Major,17772,No,Delhi
13737,1607,2023-03-11,Minor,5513,Yes,Hyderabad
13738,683,2024-07-10,Repair,12791,Yes,Bangalore
13739,975,2023-03-22,Minor,7429,Yes,Bangalore
13740,800,2023-03-16,Major,17875,Yes,Mumbai
13741,380,2023-12-04,Minor,8756,No,Chennai
13742,1082,2024-03-19,Minor,6844,No,Bangalore
13743,654,2023-09-03,Minor,9733,No,Mumbai
13744,1380,2024-07-05,Major,17334,Yes,Chennai
13745,439,2025-01-31,Repair,11500,No,Mumbai
13746,637,2023-09-12,Repair,14153,Yes,Chennai
13747,1085,2023-11-18,Minor,8459,No,Chennai
13748,700,2025-10-21,Repair,14342,Yes,Mumbai
13749,24,2024-06-22,Minor,4502,Yes,Hyderabad
13750,975,2025-07-09,Minor,7550,Yes,Chennai
13751,147,2025-09-13,Repair,15308,Yes,Chennai
13752,1756,2025-01-27,Major,11571,No,Bangalore
13753,921,2023-10-09,Minor,7835,No,Chennai
13754,1137,2025-07-29,Repair,10564,No,Hyderabad
13755,837,2025-12-26,Minor,9113,Yes,Bangalore
13756,588,2023-11-15,Repair,8782,No,Mumbai
13757,1597,2024-12-23,Major,17418,Yes,Mumbai
13758,495,2023-04-12,Minor,7481,Yes,Delhi
13759,252,2023-11-25,Major,12442,Yes,Bangalore
13760,808,2024-04-10,Major,19387,No,Hyderabad
13761,768,2024-11-26,Major,17697,Yes,Hyderabad
13762,1333,2024-04-04,Repair,10213,No,Hyderabad
13763,1016,2024-03-18,Minor,9182,No,Chennai
13764,1847,2024-02-09,Minor,11601,Yes,Bangalore
13765,1881,2023-12-01,Minor,8108,Yes,Delhi
13766,1071,2025-04-11,Major,16632,Yes,Hyderabad
13767,1302,2024-09-01,Minor,10079,No,Delhi
13768,658,2025-01-19,Minor,9178,Yes,Chennai
13769,395,2025-03-06,Major,16938,Yes,Mumbai
13770,313,2023-12-20,Minor,6677,No,Delhi
13771,322,2023-12-21,Repair,9421,Yes,Bangalore
13772,595,2024-05-16,Minor,6420,Yes,Mumbai
13773,1609,2025-08-07,Repair,12540,No,Bangalore
13774,850,2025-12-25,Minor,6992,Yes,Mumbai
13775,439,2025-09-03,Repair,11893,No,Delhi
13776,1558,2023-12-13,Major,13951,No,Chennai
13777,1907,2025-12-25,Repair,9055,No,Delhi
13778,1751,2023-09-21,Major,13516,No,Hyderabad
13779,1205,2024-12-02,Repair,8632,No,Mumbai
13780,615,2024-06-21,Repair,15799,Yes,Delhi
13781,94,2024-03-07,Major,14043,No,Hyderabad
13782,489,2025-07-27,Minor,7963,No,Chennai
13783,303,2024-06-30,Minor,9610,No,Chennai
13784,186,2025-11-29,Minor,9865,Yes,Hyderabad
13785,1478,2023-03-19,Major,13926,Yes,Delhi
13786,317,2025-04-25,Repair,10042,No,Bangalore
13787,911,2025-07-10,Repair,10104,No,Mumbai
13788,848,2023-03-09,Repair,13732,Yes,Bangalore
13789,111,2025-05-25,Major,14468,Yes,Hyderabad
13790,489,2024-03-29,Repair,10763,Yes,Hyderabad
13791,802,2023-07-12,Repair,11379,No,Mumbai
13792,1599,2023-09-08,Minor,7942,No,Delhi
13793,573,2024-09-22,Repair,10993,Yes,Mumbai
13794,1287,2025-12-13,Minor,8154,Yes,Hyderabad
13795,1443,2025-12-31,Major,16424,No,Bangalore
13796,1117,2024-03-04,Repair,11137,Yes,Delhi
13797,1328,2023-12-30,Minor,9987,No,Mumbai
13798,1333,2024-07-18,Major,13771,No,Hyderabad
13799,1498,2026-02-15,Repair,13977,Yes,Delhi
13800,891,2025-08-25,Major,18855,Yes,Delhi
13801,306,2024-05-24,Repair,7834,Yes,Mumbai
13802,725,2024-11-23,Minor,12108,No,Delhi
13803,1163,2024-09-05,Major,14887,No,Delhi
13804,846,2023-11-02,Minor,11082,Yes,Delhi
13805,8,2025-04-28,Major,18848,No,Delhi
13806,26,2026-01-14,Repair,11357,Yes,Bangalore
13807,1098,2023-07-03,Repair,13998,No,Bangalore
13808,1050,2024-06-10,Minor,5127,No,Hyderabad
13809,272,2025-08-08,Repair,13538,No,Hyderabad
13810,1165,2025-05-03,Minor,8989,No,Delhi
13811,170,2024-09-03,Repair,14607,No,Hyderabad
13812,955,2024-12-26,Repair,12480,No,Delhi
13813,1050,2024-07-28,Major,12423,Yes,Bangalore
13814,1109,2025-08-14,Minor,7928,No,Delhi
13815,1121,2023-07-13,Major,13357,Yes,Bangalore
13816,104,2025-10-27,Repair,9146,No,Hyderabad
13817,1574,2023-03-03,Minor,10043,No,Chennai
13818,456,2025-01-20,Major,17572,No,Hyderabad
13819,236,2025-01-23,Repair,15092,No,Hyderabad
13820,1155,2024-09-29,Repair,10114,Yes,Mumbai
13821,1348,2024-06-28,Repair,12486,No,Hyderabad
13822,512,2023-09-21,Repair,11266,Yes,Hyderabad
13823,641,2023-05-29,Repair,9307,Yes,Delhi
13824,1090,2023-09-13,Minor,8896,Yes,Bangalore
13825,394,2025-12-06,Major,16388,No,Bangalore
13826,413,2024-09-07,Major,12754,Yes,Delhi
13827,1432,2024-05-29,Major,16569,No,Hyderabad
13828,1878,2024-06-19,Minor,6679,Yes,Mumbai
13829,55,2023-09-10,Minor,7286,No,Chennai
13830,458,2025-07-01,Minor,5797,No,Bangalore
13831,1249,2026-02-21,Minor,5226,Yes,Delhi
13832,141,2023-06-23,Minor,8444,No,Mumbai
13833,647,2024-10-28,Major,16838,Yes,Mumbai
13834,1754,2024-02-20,Minor,11868,Yes,Hyderabad
13835,467,2025-04-28,Major,14034,No,Delhi
13836,1546,2024-06-27,Minor,10855,No,Hyderabad
13837,256,2024-01-13,Major,13515,No,Delhi
13838,1960,2023-07-18,Major,15888,Yes,Chennai
13839,1158,2025-06-21,Repair,10433,No,Delhi
13840,1985,2025-06-06,Repair,11045,Yes,Delhi
13841,697,2023-09-19,Major,15884,Yes,Delhi
13842,4,2025-11-29,Repair,11789,No,Mumbai
13843,502,2024-10-13,Minor,4997,No,Chennai
13844,1376,2023-06-09,Major,16832,Yes,Mumbai
13845,263,2023-06-16,Minor,8603,Yes,Hyderabad
13846,596,2023-06-14,Repair,8028,Yes,Chennai
13847,843,2025-05-26,Repair,9232,Yes,Hyderabad
13848,961,2026-01-09,Minor,8162,No,Chennai
13849,54,2023-08-03,Minor,11294,Yes,Hyderabad
13850,1911,2023-08-22,Minor,9072,No,Hyderabad
13851,1730,2025-03-17,Repair,8244,Yes,Hyderabad
13852,1292,2024-01-04,Major,15054,Yes,Chennai
13853,1795,2024-08-31,Repair,8031,No,Chennai
13854,679,2023-07-14,Repair,12331,Yes,Delhi
13855,628,2024-08-08,Repair,12258,Yes,Chennai
13856,1829,2024-09-21,Repair,10962,No,Bangalore
13857,1385,2023-09-24,Minor,6128,No,Mumbai
13858,852,2025-05-20,Major,15401,No,Chennai
13859,65,2025-04-26,Repair,13720,Yes,Chennai
13860,1987,2025-01-24,Major,13678,Yes,Delhi
13861,363,2024-03-14,Repair,11537,No,Mumbai
13862,1489,2023-08-22,Minor,8345,No,Bangalore
13863,1190,2025-11-05,Major,14999,Yes,Chennai
13864,740,2025-05-31,Repair,12804,Yes,Hyderabad
13865,1545,2025-07-08,Major,13924,No,Bangalore
13866,484,2025-03-10,Major,12956,No,Mumbai
13867,1428,2025-08-11,Major,16292,No,Hyderabad
13868,1045,2023-06-27,Repair,10296,Yes,Mumbai
13869,282,2025-01-17,Repair,10292,Yes,Mumbai
13870,569,2023-11-14,Minor,7626,No,Bangalore
13871,855,2024-06-21,Major,17993,Yes,Bangalore
13872,392,2025-05-13,Minor,11275,Yes,Bangalore
13873,1616,2023-08-22,Minor,9134,Yes,Chennai
13874,1129,2023-05-08,Repair,13124,No,Mumbai
13875,1267,2023-11-12,Minor,9976,No,Chennai
13876,1719,2025-05-11,Major,16916,No,Delhi
13877,1767,2023-12-27,Repair,11185,No,Bangalore
13878,1022,2023-06-11,Major,12054,No,Hyderabad
13879,1658,2026-01-01,Repair,11298,No,Bangalore
13880,806,2024-04-04,Repair,11059,Yes,Bangalore
13881,1145,2025-05-04,Major,13510,Yes,Chennai
13882,1568,2025-02-17,Minor,8786,Yes,Chennai
13883,613,2024-03-15,Repair,8802,Yes,Bangalore
13884,980,2023-07-26,Major,15783,Yes,Mumbai
13885,610,2024-01-29,Minor,5767,No,Delhi
13886,1650,2025-11-02,Repair,9945,No,Delhi
13887,1100,2025-03-13,Major,11838,No,Chennai
13888,1967,2023-10-07,Repair,10844,Yes,Delhi
13889,747,2024-01-31,Major,14935,Yes,Delhi
13890,1449,2025-12-31,Major,17417,No,Chennai
13891,1495,2025-07-24,Repair,10328,Yes,Chennai
13892,1874,2024-03-12,Repair,13792,Yes,Mumbai
13893,229,2025-01-11,Major,17092,No,Chennai
13894,1763,2023-05-28,Minor,6446,Yes,Delhi
13895,926,2025-12-13,Minor,6263,Yes,Bangalore
13896,1155,2025-07-10,Minor,7250,Yes,Hyderabad
13897,1366,2024-02-29,Minor,5045,Yes,Mumbai
13898,58,2024-10-11,Minor,9267,Yes,Hyderabad
13899,1925,2023-03-01,Repair,13478,No,Chennai
13900,407,2024-11-07,Minor,9267,Yes,Bangalore
13901,70,2024-12-11,Minor,7227,No,Hyderabad
13902,1550,2025-05-07,Repair,11280,Yes,Bangalore
13903,1005,2023-11-15,Repair,13445,Yes,Hyderabad
13904,1788,2024-11-27,Major,17436,No,Hyderabad
13905,1527,2024-03-24,Major,15361,Yes,Mumbai
13906,210,2024-07-19,Major,13640,Yes,Delhi
13907,341,2026-02-02,Major,16061,No,Mumbai
13908,1337,2023-06-04,Major,16983,Yes,Hyderabad
13909,121,2024-06-07,Major,15400,Yes,Mumbai
13910,1654,2023-09-02,Minor,7349,Yes,Chennai
13911,1953,2025-01-15,Repair,12428,No,Mumbai
13912,1860,2025-09-04,Repair,13619,No,Chennai
13913,964,2024-01-25,Minor,7495,Yes,Chennai
13914,324,2024-05-25,Repair,10071,Yes,Hyderabad
13915,158,2023-03-29,Major,15469,No,Delhi
13916,1263,2025-03-19,Minor,5901,Yes,Mumbai
13917,425,2023-08-31,Minor,8266,Yes,Bangalore
13918,921,2024-10-18,Major,14814,Yes,Bangalore
13919,363,2024-06-25,Minor,8858,Yes,Hyderabad
13920,849,2025-03-08,Repair,11269,No,Bangalore
13921,1289,2024-08-23,Repair,10754,Yes,Bangalore
13922,52,2024-03-18,Major,16837,No,Bangalore
13923,1736,2023-07-18,Repair,11473,No,Chennai
13924,1638,2023-06-07,Repair,12492,No,Hyderabad
13925,175,2025-03-07,Minor,9641,Yes,Bangalore
13926,843,2024-05-10,Major,13412,No,Bangalore
13927,1517,2024-11-08,Repair,13556,Yes,Delhi
13928,135,2026-01-08,Minor,10165,No,Hyderabad
13929,61,2024-06-29,Minor,5318,No,Chennai
13930,1850,2025-04-28,Major,16623,Yes,Chennai
13931,1984,2024-11-05,Minor,10350,Yes,Delhi
13932,280,2025-08-18,Repair,10113,Yes,Mumbai
13933,1516,2023-12-16,Major,18284,Yes,Mumbai
13934,1155,2024-02-27,Repair,10830,Yes,Mumbai
13935,1939,2023-06-24,Repair,10974,No,Mumbai
13936,1199,2023-08-04,Major,11740,No,Bangalore
13937,1017,2025-04-18,Major,14490,No,Bangalore
13938,567,2025-05-16,Major,15941,No,Hyderabad
13939,458,2026-02-01,Major,13351,Yes,Chennai
13940,1358,2025-12-01,Repair,11428,No,Hyderabad
13941,1560,2023-09-20,Repair,8842,Yes,Bangalore
13942,838,2025-05-14,Major,12685,No,Mumbai
13943,1112,2024-07-27,Repair,14093,Yes,Mumbai
13944,1266,2023-03-27,Minor,6541,Yes,Hyderabad
13945,1225,2024-04-18,Repair,11972,Yes,Mumbai
13946,1720,2024-07-14,Minor,9325,Yes,Chennai
13947,1706,2023-11-07,Repair,14676,Yes,Delhi
13948,1460,2024-10-17,Major,14492,Yes,Hyderabad
13949,1962,2024-11-29,Repair,12223,No,Mumbai
13950,1405,2025-12-10,Major,14942,No,Hyderabad
13951,1727,2024-12-22,Major,14836,Yes,Hyderabad
13952,1051,2024-10-01,Repair,11812,No,Mumbai
13953,1446,2024-01-29,Repair,8460,Yes,Mumbai
13954,464,2024-01-27,Repair,10460,No,Hyderabad
13955,732,2026-02-04,Repair,14023,Yes,Delhi
13956,1996,2023-09-14,Repair,11018,No,Delhi
13957,922,2024-07-10,Repair,11555,No,Mumbai
13958,1014,2025-12-12,Major,14600,Yes,Mumbai
13959,1969,2025-04-25,Minor,8082,Yes,Chennai
13960,1463,2024-07-28,Repair,8514,Yes,Mumbai
13961,1950,2024-07-25,Minor,9912,No,Bangalore
13962,1394,2024-07-19,Major,13397,Yes,Delhi
13963,1473,2025-09-24,Repair,7595,Yes,Bangalore
13964,861,2023-05-28,Minor,7153,No,Mumbai
13965,1363,2025-05-25,Repair,12373,Yes,Mumbai
13966,164,2023-08-15,Minor,7243,Yes,Hyderabad
13967,1573,2023-02-23,Major,13829,Yes,Chennai
13968,1201,2025-06-28,Repair,12392,No,Chennai
13969,282,2025-04-09,Major,14431,Yes,Bangalore
13970,1297,2025-07-21,Minor,9644,Yes,Chennai
13971,1936,2024-12-01,Repair,12980,No,Mumbai
13972,705,2025-12-30,Major,11792,No,Mumbai
13973,124,2024-12-29,Repair,8116,Yes,Bangalore
13974,666,2024-12-17,Minor,9489,Yes,Delhi
13975,462,2024-03-19,Major,14866,Yes,Mumbai
13976,719,2025-05-06,Repair,8140,Yes,Hyderabad
13977,1021,2023-08-16,Repair,10155,Yes,Delhi
13978,734,2025-06-15,Minor,5841,No,Mumbai
13979,1571,2024-10-20,Major,16427,Yes,Chennai
13980,1344,2024-04-08,Minor,6298,Yes,Chennai
13981,1234,2023-03-14,Minor,8281,Yes,Hyderabad
13982,278,2024-06-26,Major,16198,Yes,Delhi
13983,1176,2023-06-21,Minor,6674,No,Delhi
13984,1501,2023-06-06,Repair,12056,No,Chennai
13985,895,2025-03-02,Major,14271,Yes,Mumbai
13986,441,2025-01-15,Repair,14799,Yes,Hyderabad
13987,1350,2025-02-13,Repair,8229,No,Delhi
13988,1639,2024-01-28,Major,17445,Yes,Bangalore
13989,945,2024-04-16,Major,16460,No,Bangalore
13990,1391,2024-11-28,Minor,9279,No,Mumbai
13991,726,2025-04-30,Repair,15619,No,Delhi
13992,1447,2026-01-09,Repair,10732,Yes,Bangalore
13993,471,2024-06-29,Major,17108,Yes,Mumbai
13994,1053,2023-05-03,Repair,10183,Yes,Hyderabad
13995,507,2025-07-06,Minor,8663,Yes,Chennai
13996,1986,2025-09-21,Repair,12678,Yes,Hyderabad
13997,15,2025-10-15,Repair,8046,No,Chennai
13998,1228,2024-10-04,Minor,7685,No,Delhi
13999,1365,2024-03-18,Minor,10717,Yes,Hyderabad
14000,253,2024-08-18,Major,15992,Yes,Hyderabad
14001,845,2024-03-27,Minor,8702,Yes,Chennai
14002,1526,2023-10-25,Repair,11921,Yes,Mumbai
14003,756,2024-12-24,Major,17399,Yes,Bangalore
14004,1688,2025-03-05,Major,12056,Yes,Chennai
14005,1338,2023-03-04,Minor,6112,No,Chennai
14006,1098,2023-08-31,Major,17993,No,Mumbai
14007,1267,2024-08-13,Major,17374,Yes,Delhi
14008,1103,2025-08-04,Major,14031,No,Bangalore
14009,1532,2023-05-03,Minor,9824,Yes,Hyderabad
14010,769,2023-12-11,Major,14439,No,Mumbai
14011,1394,2023-11-07,Repair,9620,No,Mumbai
14012,711,2025-06-24,Major,12116,No,Mumbai
14013,956,2025-01-05,Major,16547,No,Bangalore
14014,1470,2025-06-27,Minor,8777,Yes,Hyderabad
14015,1918,2023-04-28,Major,13567,No,Bangalore
14016,198,2025-03-19,Minor,6616,Yes,Chennai
14017,1656,2023-11-24,Minor,8883,No,Hyderabad
14018,938,2026-02-19,Repair,10238,Yes,Delhi
14019,1379,2023-10-15,Minor,6962,Yes,Bangalore
14020,1373,2025-09-07,Repair,13031,Yes,Bangalore
14021,368,2023-06-19,Major,16338,Yes,Delhi
14022,1517,2023-07-02,Minor,10175,No,Chennai
14023,859,2023-08-22,Repair,13077,Yes,Chennai
14024,1967,2024-03-26,Repair,10949,No,Delhi
14025,1699,2024-06-21,Minor,8815,Yes,Hyderabad
14026,739,2024-01-15,Minor,7934,Yes,Chennai
14027,918,2023-07-19,Repair,8210,Yes,Bangalore
14028,1456,2025-07-04,Minor,8868,No,Delhi
14029,1538,2024-11-24,Repair,11751,Yes,Bangalore
14030,1389,2025-06-30,Minor,6956,Yes,Hyderabad
14031,798,2024-01-28,Major,17671,Yes,Delhi
14032,491,2025-06-25,Major,14404,No,Chennai
14033,1376,2024-09-01,Minor,10353,Yes,Hyderabad
14034,1647,2025-12-24,Major,14455,No,Hyderabad
14035,917,2025-01-14,Minor,10075,Yes,Chennai
14036,801,2025-10-26,Repair,11468,No,Bangalore
14037,1143,2023-07-23,Major,12308,Yes,Bangalore
14038,624,2023-07-22,Minor,12164,Yes,Chennai
14039,1387,2024-01-15,Repair,13003,Yes,Delhi
14040,420,2024-03-16,Minor,7456,No,Bangalore
14041,1248,2025-06-23,Major,17735,No,Delhi
14042,1468,2024-08-22,Minor,12852,No,Hyderabad
14043,245,2023-03-19,Minor,10220,Yes,Chennai
14044,253,2024-12-04,Repair,11138,Yes,Mumbai
14045,1184,2023-02-26,Repair,9702,Yes,Bangalore
14046,109,2024-11-20,Major,12704,Yes,Bangalore
14047,1165,2023-10-01,Repair,11948,No,Hyderabad
14048,987,2024-08-17,Minor,8028,Yes,Bangalore
14049,650,2024-09-13,Major,19790,No,Delhi
14050,1437,2026-02-17,Major,15753,Yes,Hyderabad
14051,82,2023-06-03,Major,15640,No,Hyderabad
14052,1873,2023-06-01,Major,16978,Yes,Chennai
14053,1514,2024-05-25,Major,11722,No,Delhi
14054,482,2024-01-23,Major,15126,No,Chennai
14055,382,2024-11-25,Major,15071,No,Bangalore
14056,1207,2023-09-28,Major,16085,Yes,Hyderabad
14057,1731,2025-08-12,Minor,6522,No,Bangalore
14058,1187,2023-11-24,Minor,10586,Yes,Bangalore
14059,673,2026-01-06,Repair,13533,Yes,Bangalore
14060,67,2024-09-22,Major,16258,No,Chennai
14061,1015,2024-06-01,Minor,7756,No,Hyderabad
14062,961,2023-12-13,Minor,8720,Yes,Bangalore
14063,1113,2025-07-05,Repair,10540,No,Mumbai
14064,1800,2024-08-10,Minor,5046,No,Hyderabad
14065,1650,2023-12-01,Repair,10204,Yes,Bangalore
14066,1163,2025-11-19,Major,14601,No,Mumbai
14067,1733,2023-08-11,Repair,15196,No,Chennai
14068,1075,2024-12-21,Repair,15014,No,Chennai
14069,1214,2024-10-26,Minor,9249,Yes,Chennai
14070,1226,2025-01-06,Major,14227,Yes,Chennai
14071,953,2023-06-19,Repair,11113,No,Hyderabad
14072,1977,2025-06-13,Repair,12065,Yes,Mumbai
14073,1901,2023-08-28,Major,12142,Yes,Chennai
14074,623,2025-11-15,Minor,6813,Yes,Mumbai
14075,1542,2024-05-01,Minor,9945,No,Bangalore
14076,1320,2025-10-03,Major,16756,Yes,Hyderabad
14077,348,2025-12-18,Major,15165,No,Mumbai
14078,628,2024-03-04,Major,15921,Yes,Mumbai
14079,1578,2024-06-25,Repair,11970,Yes,Chennai
14080,366,2023-08-16,Minor,7458,No,Chennai
14081,1814,2025-02-28,Minor,7940,Yes,Chennai
14082,894,2025-12-01,Repair,11227,No,Mumbai
14083,1295,2025-11-05,Minor,11250,No,Chennai
14084,1121,2024-06-16,Minor,6010,Yes,Bangalore
14085,182,2023-04-04,Minor,7265,Yes,Mumbai
14086,285,2024-04-28,Major,11711,No,Bangalore
14087,1426,2025-03-21,Major,12668,Yes,Hyderabad
14088,965,2023-03-09,Major,14403,No,Hyderabad
14089,958,2024-06-13,Major,14990,No,Hyderabad
14090,87,2025-03-30,Minor,5495,No,Delhi
14091,369,2025-12-15,Major,19100,Yes,Mumbai
14092,1924,2026-01-08,Repair,12753,No,Chennai
14093,1121,2025-12-26,Major,13010,Yes,Bangalore
14094,535,2024-02-18,Repair,11431,Yes,Chennai
14095,692,2024-05-16,Minor,5247,Yes,Hyderabad
14096,44,2023-05-27,Major,17058,Yes,Delhi
