sale_id,customer_id,vehicle_id,sale_date,final_price,discount,dealer_region,payment_type
1432,1470,469,2024-01-07,1709282,10167,Delhi,Cash
1433,4278,742,2024-05-17,1398964,10964,Chennai,Loan
1434,2234,896,2022-01-24,2257720,62854,Mumbai,Loan
1435,896,544,2024-09-26,1805239,112857,Hyderabad,EMI
1436,4732,340,2026-01-17,483566,139207,Bangalore,EMI
1437,2356,1395,2023-12-27,1188442,67089,Delhi,Loan
1438,1328,385,2024-12-19,1078100,172998,Chennai,Cash
1439,1411,949,2025-05-25,779212,106342,Hyderabad,Loan
1440,1320,54,2021-03-25,1185939,126430,Bangalore,EMI
1441,4938,693,2025-08-19,2375340,93192,Hyderabad,Cash
1442,4245,1324,2026-01-03,623520,81260,Chennai,Loan
1443,4411,1146,2023-03-01,1231161,62513,Bangalore,EMI
1444,3472,1337,2024-03-31,536581,89590,Bangalore,Cash
1445,1954,22,2025-11-13,681176,164941,Chennai,Loan
1446,76,1554,2023-06-27,1277081,59627,Delhi,Cash
1447,936,791,2022-04-22,4412394,80259,Delhi,EMI
1448,2999,981,2023-11-24,2159144,163862,Hyderabad,Loan
1449,4445,933,2025-04-17,850271,31533,Bangalore,Cash
1450,3318,528,2022-09-10,2159057,173233,Mumbai,Cash
1451,1391,602,2025-05-18,2108669,54518,Hyderabad,EMI
1452,905,73,2025-12-07,490891,199792,Mumbai,Loan
1453,2381,1672,2021-09-18,2734738,112863,Delhi,EMI
1454,4511,1341,2021-12-14,630548,194510,Hyderabad,Loan
1455,4221,103,2025-12-22,1143268,102697,Hyderabad,Cash
1456,3476,432,2021-08-19,586849,37143,Bangalore,Loan
1457,3320,1623,2022-01-23,791781,101848,Delhi,EMI
1458,317,1079,2021-09-21,1801762,66757,Chennai,EMI
1459,373,1576,2025-02-02,1296461,175369,Hyderabad,Cash
1460,3672,820,2025-09-18,498789,68521,Chennai,Cash
1461,4701,1177,2024-10-15,4752968,166654,Hyderabad,Loan
1462,2988,108,2025-03-04,629572,191775,Delhi,Loan
1463,4351,553,2022-01-07,1178856,116298,Delhi,Cash
1464,4566,904,2023-09-20,4670334,51607,Mumbai,Loan
1465,1106,429,2022-01-25,1396907,75381,Chennai,EMI
1466,3982,1929,2021-06-19,3399978,138410,Chennai,Cash
1467,4005,545,2022-09-16,653945,152325,Chennai,Loan
1468,4949,1291,2026-02-05,2044370,87776,Delhi,EMI
1469,4149,394,2021-02-22,1473586,192546,Chennai,Loan
1470,2799,1426,2021-03-29,4601983,37600,Hyderabad,Loan
1471,1938,229,2025-11-20,952411,152785,Bangalore,Loan
1472,4056,582,2023-05-18,2033279,179292,Delhi,Loan
1473,2942,1726,2025-07-11,1804114,151308,Mumbai,EMI
1474,2133,1334,2022-04-29,961147,45090,Hyderabad,Cash
1475,74,382,2024-04-05,2158073,182357,Bangalore,Cash
1476,1048,406,2025-06-25,732425,192516,Bangalore,Cash
1477,4144,1794,2021-10-17,1463964,96568,Chennai,Loan
1478,4174,531,2024-01-30,1725066,130072,Delhi,Cash
1479,1639,240,2023-12-22,2220090,190725,Bangalore,Cash
1480,2048,1350,2023-09-05,639235,166720,Hyderabad,EMI
1481,2367,1361,2022-01-11,795471,102801,Bangalore,Loan
1482,1483,1115,2021-09-19,3596073,47524,Chennai,Cash
1483,1430,1197,2025-01-28,629054,190927,Chennai,Loan
1484,300,1338,2023-06-01,3281960,180006,Hyderabad,EMI
1485,365,426,2025-02-17,1573087,77769,Mumbai,Cash
1486,4697,18,2021-07-08,1807227,131849,Delhi,Cash
1487,932,1733,2021-08-30,2372071,78598,Mumbai,Loan
1488,1041,1757,2022-11-17,1288383,172468,Hyderabad,Cash
1489,233,1009,2023-11-12,706262,73115,Chennai,Loan
1490,4676,291,2024-04-06,1375592,77029,Mumbai,Cash
1491,796,1453,2021-05-14,880098,162064,Hyderabad,Cash
1492,2759,216,2022-08-18,1300467,68481,Hyderabad,EMI
1493,3961,181,2022-03-27,1298886,21000,Bangalore,Cash
1494,3876,1194,2022-11-09,4367472,120209,Hyderabad,Cash
1495,3773,1431,2025-08-23,638904,102971,Mumbai,Cash
1496,897,1495,2025-08-09,448166,64413,Bangalore,EMI
1497,3824,1818,2024-07-16,876250,127859,Bangalore,Loan
1498,4378,1245,2024-08-08,4564917,181528,Bangalore,EMI
1499,384,1647,2025-08-30,962256,181993,Bangalore,Loan
1500,2786,1702,2025-11-01,2041340,196670,Bangalore,EMI
1501,2536,157,2023-09-22,1813573,110566,Bangalore,Loan
1502,2621,176,2025-02-07,4850110,48142,Chennai,Loan
1503,2980,1594,2022-06-17,1052886,55625,Mumbai,Cash
1504,4460,1645,2023-06-03,3832721,132842,Chennai,EMI
1505,838,1671,2025-04-24,1460009,129435,Delhi,EMI
1506,706,404,2022-05-31,1837792,307,Mumbai,EMI
1507,4935,1580,2022-08-30,610642,71263,Mumbai,Loan
1508,2296,13,2025-06-23,2159912,179584,Chennai,EMI
1509,774,1721,2023-10-10,511156,46980,Mumbai,Cash
1510,3686,1476,2023-07-17,2972152,84421,Chennai,Cash
1511,1404,4,2025-09-22,3790646,90438,Mumbai,EMI
1512,3887,613,2023-10-06,1170264,181991,Mumbai,Loan
1513,1246,1472,2022-06-22,613945,55983,Mumbai,EMI
1514,36,974,2024-11-16,2094487,171513,Mumbai,Loan
1515,4191,851,2022-01-28,2349601,116828,Bangalore,Loan
1516,3256,234,2021-05-10,2296994,14582,Chennai,Cash
1517,2050,1214,2024-06-03,4336124,82908,Bangalore,Cash
1518,4229,431,2025-11-14,519921,189392,Chennai,Cash
1519,1961,1307,2021-08-16,1029228,118444,Hyderabad,Loan
1520,4575,1913,2022-06-30,1870009,130094,Delhi,EMI
1521,2702,726,2023-08-28,2036619,129230,Delhi,Loan
1522,4857,1483,2024-01-11,1282358,108455,Delhi,Loan
1523,35,1483,2025-01-18,1390545,268,Mumbai,EMI
1524,3718,914,2022-05-18,1251561,145112,Bangalore,Loan
1525,3805,1426,2024-04-22,4484517,155066,Bangalore,Loan
1526,391,897,2021-07-31,2955589,39788,Bangalore,Cash
1527,4727,154,2025-07-15,2927351,145199,Delhi,Cash
1528,1565,289,2024-02-16,2394756,39566,Bangalore,Cash
1529,2203,155,2023-08-04,831815,188751,Hyderabad,Loan
1530,851,342,2024-12-27,510569,92762,Bangalore,Loan
1531,262,1979,2023-01-15,1385131,124878,Delhi,Cash
1532,2133,1895,2022-04-30,2230304,99014,Mumbai,Loan
1533,3786,1450,2021-08-14,1008247,159094,Bangalore,EMI
1534,4116,977,2021-04-16,4133008,126293,Hyderabad,EMI
1535,4438,284,2021-12-22,1057468,193454,Chennai,Cash
1536,3986,1441,2023-12-07,1621303,85660,Mumbai,Cash
1537,2745,1224,2025-05-10,609499,187042,Chennai,EMI
1538,618,1389,2022-01-26,1431043,61253,Delhi,EMI
1539,2134,748,2023-05-09,4549243,183376,Bangalore,Cash
1540,676,1476,2021-10-27,2940243,116330,Hyderabad,EMI
1541,2830,715,2025-08-28,400001,189806,Chennai,Loan
1542,525,1601,2021-10-11,1453301,117146,Delhi,Loan
1543,2824,941,2021-08-25,1510159,36071,Hyderabad,Loan
1544,3119,1663,2023-06-26,1698821,143713,Delhi,EMI
1545,938,734,2021-05-09,441677,127544,Mumbai,Cash
1546,1242,1915,2021-03-14,2272046,190184,Mumbai,Cash
1547,209,766,2021-09-20,1002108,32452,Hyderabad,Cash
1548,828,109,2021-10-15,643456,140443,Chennai,EMI
1549,2211,702,2025-01-12,385402,175652,Hyderabad,Cash
1550,4852,1505,2022-12-19,1644300,20968,Hyderabad,Cash
1551,2341,75,2023-10-06,996949,35130,Hyderabad,Loan
1552,2093,187,2023-11-10,3762589,97867,Mumbai,EMI
1553,3135,1629,2022-01-28,514355,10933,Delhi,EMI
1554,1076,838,2026-01-02,735485,26254,Bangalore,Cash
1555,3062,1242,2021-04-12,3994907,62471,Delhi,EMI
1556,2328,1549,2025-03-05,654453,53189,Hyderabad,EMI
1557,378,411,2021-12-26,699196,139157,Delhi,Loan
1558,3879,1268,2024-04-25,4199597,176273,Bangalore,Cash
1559,825,1188,2021-03-21,2395010,138729,Chennai,EMI
1560,1897,987,2024-06-27,3394508,106603,Bangalore,Loan
1561,1402,966,2024-11-04,1341956,48730,Bangalore,Loan
1562,1712,1491,2023-02-19,1121992,8491,Mumbai,Loan
1563,1699,951,2024-09-20,727059,171067,Mumbai,Loan
1564,1965,525,2025-08-13,1044816,53115,Bangalore,Cash
1565,2655,1377,2023-04-21,1423574,43474,Delhi,Loan
1566,1241,995,2023-07-12,4807804,6643,Chennai,Cash
1567,4785,1678,2021-07-03,455087,74479,Mumbai,Loan
1568,4426,416,2023-11-12,2480425,142430,Hyderabad,Cash
1569,3574,1895,2022-10-25,2263959,65359,Delhi,Cash
1570,4444,96,2022-11-19,3165530,10710,Hyderabad,Loan
1571,2564,791,2024-07-05,4334246,158407,Chennai,Cash
1572,2844,1567,2021-10-24,1104540,23584,Mumbai,Cash
1573,1267,953,2025-06-29,2434236,162167,Mumbai,Loan
1574,3718,1582,2024-04-26,1281522,174092,Bangalore,EMI
1575,3902,1832,2025-02-16,874919,81562,Bangalore,Loan
1576,2648,1443,2025-05-14,4436854,191373,Bangalore,Loan
1577,3557,702,2025-09-12,429306,131748,Mumbai,Cash
1578,3642,84,2024-07-17,2301849,156343,Mumbai,Loan
1579,3297,2,2023-09-03,899186,33806,Mumbai,Cash
1580,4325,1061,2023-06-07,4572538,2625,Chennai,Cash
1581,2345,1792,2023-06-05,1153993,69386,Bangalore,EMI
1582,826,1130,2023-04-28,1958227,176538,Bangalore,EMI
1583,3924,340,2022-08-09,492066,130707,Hyderabad,EMI
1584,1988,822,2025-04-22,1386633,95399,Chennai,Loan
1585,410,1618,2025-02-27,807189,53668,Delhi,EMI
1586,4071,726,2022-02-07,2115775,50074,Hyderabad,EMI
1587,4390,1396,2025-01-19,617715,188241,Chennai,EMI
1588,2575,1552,2022-05-15,3213589,140703,Chennai,Loan
1589,4518,1515,2023-08-09,2069428,85596,Bangalore,Cash
1590,2525,124,2024-10-30,3593581,194236,Chennai,Cash
1591,2106,1950,2021-07-25,4390181,55135,Hyderabad,Cash
1592,3077,1938,2023-09-10,2411067,28931,Hyderabad,EMI
1593,1413,685,2022-10-27,2472135,44835,Bangalore,Loan
1594,745,236,2025-07-14,2050923,98408,Delhi,EMI
1595,3192,690,2022-07-29,4094362,147078,Hyderabad,Loan
1596,4386,1306,2024-03-27,744554,16257,Chennai,EMI
1597,3911,1712,2025-08-21,761081,14634,Hyderabad,Cash
1598,205,1059,2022-01-14,2273872,88419,Bangalore,Loan
1599,1671,1943,2023-03-30,490657,129437,Chennai,Loan
1600,256,1807,2025-07-27,2628323,47654,Delhi,Cash
1601,2008,1360,2022-05-18,2012351,144406,Bangalore,Loan
1602,2879,1102,2024-03-07,714559,127165,Hyderabad,Loan
1603,2500,175,2021-10-28,984681,20253,Mumbai,Cash
1604,1194,971,2022-03-03,819945,86630,Mumbai,Loan
1605,2015,706,2021-07-31,1770593,166194,Chennai,Loan
1606,1997,327,2021-12-14,2166043,145739,Bangalore,Loan
1607,4388,926,2025-05-31,4436823,163353,Hyderabad,Loan
1608,4798,1402,2022-10-01,360137,182443,Hyderabad,EMI
1609,1079,884,2021-09-12,734530,88505,Delhi,Cash
1610,3451,232,2022-03-14,1084193,55300,Chennai,EMI
1611,4742,1732,2024-06-24,1643556,65281,Bangalore,Loan
1612,210,628,2022-02-27,533942,109545,Delhi,Loan
1613,2182,880,2023-04-20,1187746,141067,Chennai,Cash
1614,1789,143,2025-05-17,1115693,56150,Delhi,Loan
1615,1219,291,2024-05-08,1254234,198387,Bangalore,Cash
1616,4542,1607,2023-10-24,1109328,155114,Delhi,Loan
1617,567,1138,2025-10-25,1234089,87568,Bangalore,Cash
1618,2058,1257,2023-11-03,1700408,168280,Mumbai,Cash
1619,693,1405,2022-05-05,699620,162880,Mumbai,EMI
1620,833,777,2021-06-11,4766648,24084,Delhi,Cash
1621,4492,37,2025-04-30,1180681,128457,Hyderabad,Loan
1622,499,1144,2025-12-09,570192,54972,Mumbai,EMI
1623,4401,331,2025-05-19,1182182,62685,Hyderabad,EMI
1624,1621,1148,2021-04-27,2078169,171646,Hyderabad,Loan
1625,1062,1666,2025-12-06,811709,67780,Chennai,Loan
1626,3988,67,2023-04-04,831754,65188,Hyderabad,EMI
1627,3883,1666,2022-05-14,812156,67333,Hyderabad,EMI
1628,2212,1016,2025-11-22,1968231,56017,Mumbai,Cash
1629,2513,732,2023-04-05,2356959,21194,Mumbai,Cash
1630,2157,165,2023-03-08,2463107,21038,Hyderabad,Loan
1631,3956,386,2022-08-30,968405,157001,Bangalore,Cash
1632,3597,704,2024-01-15,2994066,54863,Hyderabad,Cash
1633,780,1655,2024-11-07,1330050,194897,Hyderabad,Cash
1634,1198,160,2024-07-20,1038575,93370,Mumbai,Loan
1635,4645,484,2024-05-07,852165,42806,Hyderabad,Cash
1636,2033,1134,2021-08-31,4938045,21362,Mumbai,Cash
1637,1035,912,2022-09-16,926168,135976,Hyderabad,EMI
1638,2965,358,2022-09-21,676400,55821,Chennai,Loan
1639,14,117,2021-11-03,1457499,19289,Hyderabad,Cash
1640,3369,1729,2022-09-09,970701,26716,Delhi,Cash
1641,3608,1441,2025-05-29,1530336,176627,Bangalore,Loan
1642,2784,1249,2021-11-10,705618,113194,Mumbai,EMI
1643,2133,919,2023-04-22,2871078,64291,Hyderabad,Cash
1644,955,1624,2024-11-23,2125048,176508,Bangalore,Cash
1645,4105,615,2021-09-22,2142944,7569,Delhi,Loan
1646,3716,1628,2023-04-16,2098989,114010,Hyderabad,Loan
1647,4124,1035,2023-11-27,1200528,49382,Chennai,EMI
1648,1457,1945,2023-08-13,370447,131475,Chennai,EMI
1649,3091,252,2022-05-03,4183565,71706,Hyderabad,EMI
1650,3167,886,2023-01-28,1615362,189307,Bangalore,EMI
1651,2079,1760,2024-02-08,4631280,55607,Hyderabad,Loan
1652,3307,1736,2026-01-31,630353,152902,Bangalore,Loan
1653,916,18,2025-11-09,1810744,128332,Bangalore,Loan
1654,831,258,2026-01-26,1317226,84361,Mumbai,Cash
1655,1994,1635,2022-09-09,3458120,124463,Mumbai,Loan
1656,356,1770,2024-05-04,2232708,88481,Hyderabad,Cash
1657,1448,1044,2023-02-24,2010420,28005,Bangalore,EMI
1658,3676,333,2022-02-05,1049726,56205,Mumbai,Loan
1659,295,955,2025-07-22,608446,129909,Bangalore,Loan
1660,1836,1010,2022-09-27,559301,176019,Delhi,Loan
1661,3326,525,2023-09-01,900905,197026,Chennai,EMI
1662,4624,1832,2021-09-08,896995,59486,Bangalore,Cash
1663,4215,542,2024-01-09,754312,143086,Bangalore,EMI
1664,2131,179,2021-05-25,2314888,189746,Mumbai,EMI
1665,1272,873,2021-10-04,1090941,61064,Chennai,EMI
1666,818,1790,2022-06-05,1920057,89017,Delhi,EMI
1667,4414,1706,2025-09-25,1113219,68266,Delhi,Loan
1668,1753,464,2026-01-27,1140853,172745,Chennai,Cash
1669,4257,1966,2023-11-30,2101476,164318,Hyderabad,Cash
1670,4832,1518,2025-07-15,1357687,20667,Delhi,EMI
1671,2260,489,2021-07-22,1424242,141510,Chennai,Cash
1672,4873,1968,2022-11-21,3894985,66667,Bangalore,EMI
1673,4778,580,2022-01-01,842770,19153,Mumbai,Loan
1674,4305,827,2021-12-22,734883,66871,Hyderabad,Loan
1675,4759,1872,2021-09-07,1195894,112669,Delhi,Loan
1676,2911,1548,2023-01-27,1869329,61647,Bangalore,Loan
1677,2612,196,2022-12-22,592900,62947,Hyderabad,Cash
1678,3976,397,2021-07-27,1025611,183980,Chennai,Cash
1679,2071,1143,2022-11-11,2335046,62150,Chennai,Cash
1680,4814,1334,2024-04-29,962442,43795,Bangalore,EMI
1681,266,1412,2023-06-08,443635,74236,Hyderabad,Cash
1682,3513,1386,2025-05-18,641107,149925,Hyderabad,EMI
1683,4813,1808,2022-01-05,1057313,59324,Bangalore,EMI
1684,661,260,2022-11-29,972363,172455,Hyderabad,Cash
1685,1836,789,2023-01-18,2431644,100556,Mumbai,Cash
1686,1045,339,2025-03-19,569585,136491,Chennai,EMI
1687,3173,127,2022-01-24,1195603,88763,Chennai,EMI
1688,174,953,2023-06-25,2581746,14657,Hyderabad,Cash
1689,754,1113,2025-01-17,1206152,183715,Bangalore,EMI
1690,4158,227,2023-02-26,1574120,186947,Bangalore,Loan
1691,1495,757,2024-06-15,1125932,99886,Mumbai,Loan
1692,872,1848,2025-08-10,716801,40489,Mumbai,Cash
1693,1346,1411,2023-04-07,1076395,7735,Hyderabad,EMI
1694,223,892,2025-12-17,1694278,6546,Chennai,Cash
1695,1629,1359,2025-09-30,2374318,12596,Delhi,Loan
1696,4858,406,2021-12-11,776331,148610,Bangalore,Cash
1697,2528,99,2024-08-07,1025935,78251,Bangalore,Cash
1698,479,596,2025-09-09,577499,88973,Bangalore,Cash
1699,4740,1712,2024-04-02,715578,60137,Mumbai,Loan
1700,3941,1048,2022-01-26,4871534,29372,Mumbai,EMI
1701,2092,744,2025-07-17,3780868,170928,Chennai,Loan
1702,4722,1838,2024-01-05,2001864,87049,Mumbai,Cash
1703,4038,1192,2022-05-29,1091426,179652,Mumbai,EMI
1704,1559,1592,2024-08-19,748344,144164,Chennai,Loan
1705,670,1121,2026-01-01,4130905,49314,Delhi,Cash
1706,999,657,2021-04-28,591582,45160,Chennai,EMI
1707,1846,965,2023-10-30,345739,192957,Bangalore,EMI
1708,2202,1381,2024-08-31,661495,60992,Bangalore,Cash
1709,1535,1426,2022-05-06,4443615,195968,Delhi,Cash
1710,2909,290,2022-09-02,3601982,112904,Delhi,Cash
1711,3055,1184,2025-09-17,3023237,19953,Mumbai,Cash
1712,1013,302,2024-10-11,499591,151894,Hyderabad,Loan
1713,4128,1603,2025-08-02,1146435,146803,Chennai,Loan
1714,4648,570,2024-06-09,467943,137715,Hyderabad,Loan
1715,4469,1059,2021-04-04,2229165,133126,Mumbai,Cash
1716,4382,1978,2021-06-24,2191433,113588,Bangalore,EMI
1717,2477,491,2022-03-26,3306587,2648,Hyderabad,EMI
1718,2234,465,2025-11-29,1263719,9373,Hyderabad,Loan
1719,1416,202,2023-10-05,2289586,184704,Chennai,EMI
1720,874,1997,2023-04-01,2031698,101138,Mumbai,Cash
1721,3047,1606,2024-09-18,1093814,53023,Delhi,Loan
1722,1342,1072,2025-05-13,1290951,23404,Chennai,Loan
1723,3,1056,2024-02-02,748381,67358,Hyderabad,Cash
1724,3703,991,2021-08-11,457428,114194,Mumbai,Cash
1725,3549,589,2023-03-08,2377964,98762,Delhi,Cash
1726,1868,1303,2024-07-20,2391503,15682,Delhi,Cash
1727,144,1815,2024-04-25,670714,126926,Bangalore,EMI
1728,1899,312,2022-02-12,4244200,66295,Chennai,Loan
1729,48,1657,2025-09-26,1888729,95563,Delhi,Cash
1730,1313,1491,2021-04-13,1066310,64173,Bangalore,Cash
1731,1457,1776,2022-03-12,1444239,17071,Bangalore,Cash
1732,4080,836,2021-12-22,3911514,32471,Chennai,EMI
1733,3079,1721,2024-03-30,376564,181572,Mumbai,Loan
1734,4652,1005,2023-05-05,639556,159713,Chennai,Cash
1735,4629,887,2025-04-09,1155817,54207,Chennai,Cash
1736,4248,154,2023-07-24,2898727,173823,Mumbai,Cash
1737,4057,815,2023-07-27,4831817,107459,Delhi,Loan
1738,2818,1866,2024-06-21,1692953,58717,Mumbai,EMI
1739,3861,836,2024-06-15,3835944,108041,Bangalore,Cash
1740,2058,1192,2023-05-24,1087058,184020,Bangalore,Loan
1741,2242,427,2022-05-31,2603692,108281,Hyderabad,EMI
1742,2181,107,2022-03-03,904113,169611,Bangalore,EMI
1743,4397,648,2024-08-21,983348,82345,Mumbai,EMI
1744,4140,822,2025-07-03,1417435,64597,Hyderabad,Loan
1745,2287,1552,2025-09-08,3232693,121599,Mumbai,EMI
1746,4361,516,2022-06-30,4316869,34249,Delhi,EMI
1747,2024,1823,2025-06-10,1422655,169436,Mumbai,Cash
1748,4881,285,2023-12-14,4247960,122837,Delhi,EMI
1749,670,1995,2021-12-26,2326205,83722,Delhi,Loan
1750,760,325,2024-12-30,762445,46740,Mumbai,EMI
1751,3677,442,2025-08-23,617607,104742,Delhi,EMI
1752,2791,1968,2025-07-24,3956976,4676,Chennai,EMI
1753,3784,1711,2025-07-24,774466,91849,Bangalore,Cash
1754,1949,1527,2022-09-20,1184679,7710,Bangalore,EMI
1755,2251,1961,2024-05-31,1106476,126875,Bangalore,EMI
1756,294,640,2022-09-07,429138,124172,Delhi,EMI
1757,1109,1191,2023-12-28,2041968,27162,Delhi,EMI
1758,2512,1979,2021-12-04,1508709,1300,Bangalore,Loan
1759,1134,1167,2022-08-09,1968454,23901,Bangalore,Cash
1760,1896,1669,2023-02-19,695523,89009,Hyderabad,Cash
1761,4324,868,2023-08-24,1178300,26162,Mumbai,EMI
1762,4616,679,2022-08-04,1961234,44695,Hyderabad,EMI
1763,2331,1223,2025-07-06,1898949,136740,Chennai,Loan
1764,145,1788,2021-07-15,354339,195835,Mumbai,Loan
1765,4704,366,2023-12-22,1423287,50130,Chennai,Loan
1766,4564,500,2021-07-16,525126,73736,Chennai,Cash
1767,2297,1454,2024-09-09,2259205,151032,Hyderabad,Loan
1768,2919,332,2021-10-08,514997,172705,Hyderabad,Loan
1769,3582,1387,2021-05-01,1054788,165597,Hyderabad,Cash
1770,4071,1433,2022-08-21,1321941,122656,Mumbai,Cash
1771,2730,1056,2021-03-20,645807,169932,Bangalore,EMI
1772,4581,1650,2021-10-09,1127087,96751,Delhi,Cash
1773,2287,1322,2021-08-25,2341778,76267,Chennai,EMI
1774,302,378,2021-10-15,2122933,167779,Bangalore,EMI
1775,2584,1794,2025-10-18,1460552,99980,Chennai,Cash
1776,710,1927,2024-03-27,1502400,11160,Chennai,Loan
1777,1125,1281,2022-04-25,619047,162849,Bangalore,Loan
1778,4079,460,2022-01-15,2050800,146083,Mumbai,Loan
1779,4311,891,2021-03-16,1350849,48004,Mumbai,Loan
1780,88,796,2022-01-02,1003245,21002,Delhi,EMI
1781,4416,1778,2024-12-15,1335931,74548,Bangalore,Cash
1782,1768,604,2024-07-14,2285565,174939,Hyderabad,Loan
1783,2778,38,2022-11-01,2060193,60017,Delhi,Loan
1784,1952,864,2025-10-01,770479,130066,Chennai,Loan
1785,2958,1892,2023-01-02,2347363,11537,Hyderabad,EMI
1786,4205,201,2025-05-15,1794850,122195,Delhi,Cash
1787,1369,1103,2021-03-24,1165770,4138,Chennai,EMI
1788,493,1655,2026-01-16,1523498,1449,Chennai,EMI
1789,2397,1804,2025-02-18,591308,36840,Bangalore,Loan
1790,1446,239,2024-08-29,1078695,81299,Mumbai,EMI
1791,3686,1778,2023-05-04,1296520,113959,Chennai,EMI
1792,4564,451,2022-03-05,652476,119772,Delhi,EMI
1793,3313,1651,2022-07-22,2261271,140908,Chennai,Cash
1794,2706,1972,2023-10-06,708985,13267,Mumbai,Cash
1795,944,1393,2025-08-18,542299,103899,Mumbai,Loan
1796,2006,225,2024-08-18,1683519,88038,Chennai,EMI
1797,3663,1410,2022-11-15,1703111,183828,Mumbai,Cash
1798,672,98,2023-07-30,1313802,35020,Delhi,EMI
1799,1270,508,2026-01-01,1663608,162604,Hyderabad,Loan
1800,1574,1599,2025-05-26,1197890,118943,Hyderabad,EMI
1801,4687,1243,2026-02-17,4618232,48255,Chennai,Loan
1802,18,408,2021-10-24,479338,157959,Chennai,Cash
1803,2552,1169,2025-10-20,2101467,121200,Delhi,Loan
1804,3856,1785,2023-07-10,4784686,22193,Bangalore,EMI
1805,1371,1591,2025-07-31,642458,34355,Mumbai,EMI
1806,2919,1274,2025-09-08,339985,189143,Mumbai,EMI
1807,1854,510,2022-11-21,1117093,171699,Hyderabad,EMI
1808,367,665,2021-12-01,3125589,185935,Delhi,Loan
1809,1119,2000,2024-10-11,2407382,33090,Bangalore,EMI
1810,2298,709,2022-12-31,1933682,30386,Hyderabad,EMI
1811,568,241,2023-12-17,1203278,80701,Chennai,EMI
1812,1683,1927,2022-04-30,1460102,53458,Mumbai,Cash
1813,3342,1463,2024-03-04,850018,176461,Mumbai,Cash
1814,246,1466,2024-02-10,4837215,95035,Chennai,EMI
1815,4542,28,2025-12-31,335948,164446,Hyderabad,EMI
1816,3224,1128,2022-06-14,1461523,5648,Bangalore,Loan
1817,2122,1961,2024-02-09,1181026,52325,Bangalore,Cash
1818,3770,1765,2022-07-27,1581496,92921,Mumbai,Cash
1819,2697,150,2024-11-06,2109392,184355,Mumbai,EMI
1820,1466,1744,2026-02-10,739516,113209,Mumbai,EMI
1821,3035,1548,2022-06-11,1845580,85396,Delhi,Cash
1822,4753,927,2025-12-10,742112,74553,Chennai,Loan
1823,3310,836,2025-11-08,3801864,142121,Delhi,Cash
1824,1992,368,2023-05-11,2183591,184320,Mumbai,Loan
1825,1073,1699,2021-03-23,1354337,40750,Delhi,EMI
1826,2249,535,2023-09-22,3488737,82650,Chennai,Cash
1827,4062,311,2025-06-27,1993218,165603,Hyderabad,Loan
1828,1429,683,2025-06-04,431987,146812,Mumbai,Loan
1829,4938,1876,2025-03-02,1186840,18093,Chennai,Cash
1830,3916,1153,2022-03-25,1964067,152818,Bangalore,EMI
1831,3741,1951,2025-08-27,724162,172861,Hyderabad,Loan
1832,3912,1664,2025-12-11,1623165,178685,Hyderabad,Cash
1833,2201,1668,2021-06-14,558100,10492,Chennai,Loan
1834,3275,1932,2025-01-14,517014,194692,Bangalore,Cash
1835,3075,1268,2022-06-22,4213051,162819,Delhi,Loan
1836,1243,1037,2021-10-11,447559,159706,Bangalore,EMI
1837,560,1329,2025-11-21,982817,138450,Delhi,EMI
1838,1197,1134,2023-05-15,4887590,71817,Hyderabad,EMI
1839,4771,1658,2025-04-29,2843155,157409,Mumbai,Cash
1840,4211,509,2022-06-15,924799,169828,Hyderabad,EMI
1841,1531,1378,2026-01-09,1911567,3311,Bangalore,Loan
1842,3882,1846,2023-06-07,1218903,2836,Delhi,Loan
1843,825,1604,2023-04-21,622568,87338,Bangalore,EMI
1844,74,357,2021-10-26,1184743,120352,Bangalore,EMI
1845,2118,499,2022-01-03,4052441,122765,Chennai,Loan
1846,3225,657,2022-12-17,501873,134869,Hyderabad,Loan
1847,663,1549,2025-05-16,586231,121411,Mumbai,Cash
1848,2869,242,2023-08-23,1341480,3389,Delhi,EMI
1849,203,1374,2025-10-04,1256455,114719,Delhi,Cash
1850,2886,1038,2021-04-07,1643691,152400,Bangalore,EMI
1851,4034,1044,2025-11-13,1947105,91320,Delhi,Loan
1852,4510,1484,2021-04-09,1576271,109785,Bangalore,EMI
1853,147,258,2022-11-03,1355179,46408,Hyderabad,Cash
1854,2878,598,2025-11-27,736717,188711,Mumbai,EMI
1855,2065,653,2023-08-09,924053,126559,Bangalore,EMI
1856,3581,1760,2024-04-28,4653450,33437,Hyderabad,Loan
1857,1996,1098,2023-03-17,2325492,97053,Hyderabad,Loan
1858,1113,530,2025-12-01,1200208,37879,Hyderabad,Loan
1859,2836,624,2024-01-28,925166,179833,Delhi,Cash
1860,2923,1437,2025-12-25,1283541,31428,Delhi,Cash
1861,3990,1185,2025-02-17,1813743,28765,Mumbai,Cash
1862,613,1379,2022-08-28,3766357,60283,Delhi,Cash
1863,4881,1127,2024-06-14,1326545,175101,Mumbai,EMI
1864,57,1966,2025-04-17,2188799,76995,Mumbai,EMI
1865,2462,324,2021-12-19,1159617,23986,Bangalore,EMI
1866,1746,1478,2024-12-10,727527,191893,Chennai,EMI
1867,1648,1869,2024-03-07,1276601,177971,Hyderabad,Cash
1868,3451,511,2025-04-08,3985350,31413,Hyderabad,Loan
1869,4232,467,2022-11-15,2220829,69696,Chennai,Loan
